fips,nameState,nameCounty,abState,Community Functioning,Preparedness and Response,Internal Resources,Prevention Mitigation,Population Vulnerability Inequality Deprivation,Social Cohesion,abs_Resilience,rel_Resilience,Resistance,Recovery
1037,Alabama,Coosa County,AL,0.405870169,0.410850957,0.40674746,0.421646318,0.490541957,0.566352568,0.368775335,0.908604187,0.795083182,0.073404177
1039,Alabama,Covington County,AL,0.486639534,0.515857532,0.56689479,0.488585093,0.412257362,0.458204788,0.444387835,0.913176599,0.795078571,0.07845849
1041,Alabama,Crenshaw County,AL,0.458264413,0.428010518,0.524699831,0.451086194,0.422843853,0.508964501,0.415475985,0.906629389,0.789129486,0.0741637
1043,Alabama,Cullman County,AL,0.450913541,0.564027986,0.424280124,0.544895124,0.469286601,0.441408894,0.416188844,0.922990343,0.81444292,0.080417823
1045,Alabama,Dale County,AL,0.425840801,0.558266016,0.393043893,0.609932194,0.424189873,0.36386946,0.392745371,0.922282153,0.817091203,0.078154922
1047,Alabama,Dallas County,AL,0.388163323,0.544472956,0.382679623,0.484448715,0.29627273,0.448379832,0.351017486,0.904303589,0.775391484,0.077935617
1049,Alabama,DeKalb County,AL,0.413651281,0.563313031,0.309637455,0.516218121,0.476917674,0.331267056,0.380031637,0.91872467,0.810005403,0.07752772
1051,Alabama,Elmore County,AL,0.455910698,0.596284701,0.381788986,0.578821403,0.542939182,0.414172207,0.424828368,0.931823644,0.833117087,0.081930105
1053,Alabama,Escambia County,AL,0.417823778,0.53200293,0.384309587,0.500205667,0.358066855,0.403476978,0.379640726,0.908614457,0.78757863,0.076990452
1055,Alabama,Etowah County,AL,0.477203307,0.61251648,0.353682825,0.482676835,0.462193183,0.433901984,0.439380998,0.920741729,0.803843618,0.083125494
1057,Alabama,Fayette County,AL,0.441898698,0.460463121,0.406581905,0.506367488,0.400150415,0.580584746,0.403174619,0.912368877,0.795502609,0.077258152
1059,Alabama,Franklin County,AL,0.453801531,0.495938636,0.286122634,0.478146763,0.440370056,0.384344864,0.413418301,0.911011252,0.796877974,0.075243632
1061,Alabama,Geneva County,AL,0.400671803,0.506543204,0.546640508,0.508699141,0.398879041,0.488190752,0.365500633,0.912219503,0.795610286,0.077070567
1063,Alabama,Greene County,AL,0.379911934,0.424514975,0.481576458,0.392205232,0.243056485,0.614623614,0.337830366,0.889233362,0.750817783,0.073769736
1065,Alabama,Hale County,AL,0.369635092,0.427491378,0.365158861,0.444802208,0.339460748,0.648760258,0.332972162,0.900813178,0.774638197,0.074662112
1067,Alabama,Henry County,AL,0.444488521,0.519115764,0.55958286,0.533311684,0.440464548,0.542030781,0.408805974,0.919722229,0.807502853,0.079897319
1069,Alabama,Houston County,AL,0.456804941,0.557914122,0.490023327,0.612585906,0.420359373,0.462022276,0.422339191,0.924550401,0.817671433,0.080680626
1071,Alabama,Jackson County,AL,0.433197838,0.548616463,0.29582558,0.509937294,0.44559419,0.415911072,0.397305879,0.917146495,0.80409051,0.078625069
1073,Alabama,Jefferson County,AL,0.484908194,0.789954218,0.471709601,0.575088833,0.427132184,0.495730843,0.452690259,0.933558693,0.816666293,0.093990882
1075,Alabama,Lamar County,AL,0.460641754,0.409879528,0.432444938,0.487532499,0.357089722,0.563797333,0.416751519,0.904719373,0.784387697,0.074337385
1077,Alabama,Lauderdale County,AL,0.470752815,0.609601517,0.385781684,0.540867329,0.448073446,0.401572289,0.434460832,0.922906497,0.810842587,0.082263771
1079,Alabama,Lawrence County,AL,0.426316962,0.506010905,0.252287025,0.505809887,0.476762356,0.495730558,0.391514715,0.918365323,0.80831274,0.077880983
1081,Alabama,Lee County,AL,0.44392106,0.640192484,0.381874408,0.597279684,0.446008349,0.435606757,0.412150088,0.928431032,0.82051646,0.084356281
1083,Alabama,Limestone County,AL,0.447565773,0.584481667,0.461374852,0.572149495,0.511039477,0.344724034,0.414929828,0.927081231,0.825861878,0.079582537
1085,Alabama,Lowndes County,AL,0.377799625,0.410893022,0.296133324,0.472525201,0.280004531,0.825955698,0.340587498,0.901503005,0.770411727,0.077017138
1087,Alabama,Macon County,AL,0.415828875,0.495103494,0.327255291,0.420574063,0.393286996,0.461578785,0.376063632,0.904371135,0.780006207,0.075989892
1089,Alabama,Madison County,AL,0.500226638,0.721195636,0.480063628,0.626765882,0.526238505,0.438674873,0.470161844,0.939897656,0.840664318,0.089884484
1091,Alabama,Marengo County,AL,0.449258029,0.4559388,0.399323867,0.460367818,0.28316653,0.583193323,0.404542549,0.900468157,0.7690621,0.076777624
1093,Alabama,Marion County,AL,0.443107278,0.483554727,0.319457977,0.515532479,0.379664605,0.439760795,0.403078029,0.909662399,0.79310779,0.075550644
1095,Alabama,Marshall County,AL,0.460044867,0.588327988,0.40290916,0.513155726,0.418488197,0.326483993,0.421395537,0.915987913,0.800392013,0.079185476
1097,Alabama,Mobile County,AL,0.453873602,0.72870713,0.492255071,0.575138141,0.448594527,0.416345459,0.422435074,0.930732856,0.818591921,0.088700377
1099,Alabama,Monroe County,AL,0.405565577,0.477337731,0.355771028,0.484722474,0.303766097,0.442828313,0.365296723,0.90070939,0.775339408,0.074387159
1101,Alabama,Montgomery County,AL,0.457689397,0.688569966,0.434238832,0.5742046,0.420952967,0.54120991,0.425370421,0.929386661,0.814000518,0.089198894
1103,Alabama,Morgan County,AL,0.462573063,0.624196868,0.403310391,0.580153047,0.479327971,0.449580095,0.429895364,0.929356675,0.823185354,0.084132694
1105,Alabama,Perry County,AL,0.368664963,0.474945446,0.246053496,0.345807891,0.245208491,0.581369154,0.327638643,0.888716522,0.744784832,0.075653539
1107,Alabama,Pickens County,AL,0.444374061,0.454173232,0.236110572,0.485486377,0.332495612,0.553415712,0.402110395,0.904891691,0.780722193,0.076146143
1109,Alabama,Pike County,AL,0.462173124,0.511585684,0.415242486,0.497319906,0.357512789,0.410222218,0.419642893,0.907977706,0.786942064,0.076645203
1111,Alabama,Randolph County,AL,0.425956484,0.476482811,0.347123397,0.454011637,0.448627497,0.486986789,0.387858396,0.910558733,0.794402797,0.075860172
1113,Alabama,Russell County,AL,0.420731698,0.55985768,0.336367143,0.5416924,0.449651587,0.246268184,0.385701588,0.916740027,0.809148288,0.075679307
1115,Alabama,St. Clair County,AL,0.4563998,0.593399375,0.42005281,0.595270877,0.558390083,0.306704322,0.425410196,0.932099874,0.837956055,0.079497118
1117,Alabama,Shelby County,AL,0.512570294,0.67296187,0.537235759,0.658142265,0.635262433,0.420497339,0.485764979,0.94770412,0.864433378,0.087547062
1119,Alabama,Sumter County,AL,0.403145993,0.407061408,0.388826673,0.424049735,0.277242879,0.564840959,0.359702379,0.892238507,0.760701799,0.072541444
1121,Alabama,Talladega County,AL,0.436161974,0.585896914,0.326862223,0.49220086,0.435480126,0.398657987,0.399889013,0.916836031,0.800054617,0.080272559
1123,Alabama,Tallapoosa County,AL,0.443402103,0.515989307,0.371127976,0.502033681,0.407498808,0.380004346,0.404061334,0.911275187,0.795680102,0.076120056
1125,Alabama,Tuscaloosa County,AL,0.465640719,0.675812654,0.49045184,0.613681597,0.505823207,0.439030965,0.435615495,0.935518475,0.834115701,0.086862566
1127,Alabama,Walker County,AL,0.459316117,0.586141346,0.346154232,0.528306177,0.380708569,0.346557726,0.42013005,0.914686062,0.796758807,0.079440273
1129,Alabama,Washington County,AL,0.381123469,0.385588445,0.387663396,0.41628667,0.444700117,0.603676393,0.344222637,0.9031788,0.786114853,0.071977468
1131,Alabama,Wilcox County,AL,0.397022512,0.452592285,0.530262553,0.380795913,0.281619289,0.684175292,0.355501401,0.895418748,0.756368276,0.077097309
1133,Alabama,Winston County,AL,0.433943432,0.480192614,0.423625764,0.51760749,0.406171916,0.470679387,0.395820338,0.912147319,0.797922486,0.075937951
2013,Alaska,Aleutians East Borough,AK,0.547943164,0.430925392,NaN,0.365639292,0.720913292,0.798307787,0.510437204,0.931551369,0.827790967,0.084420382
2016,Alaska,Aleutians West Census Area,AK,0.497502986,0.392875905,0.691465848,0.435429597,0.833348703,0.675576404,0.467610015,0.939913988,0.857838621,0.078403121
2020,Alaska,Anchorage Municipality,AK,0.556194093,0.707436404,0.606186578,0.64500616,0.682110192,0.620626545,0.53081753,0.954374625,0.872113458,0.095362423
2050,Alaska,Bethel Census Area,AK,0.398815423,0.422452687,0.455824815,0.339040807,0.524288829,0.57819636,0.361201216,0.905685175,0.787247061,0.073990824
2060,Alaska,Bristol Bay Borough,AK,0.649569885,0.28443702,0.833396922,0.470167737,0.771451796,0.892164848,0.611773075,0.941812559,0.854376886,0.083783727
2068,Alaska,Denali Borough,AK,0.401478585,0.443675324,0.670573458,0.425092507,0.763305956,NaN,0.369850922,0.921222043,0.839895695,0.064236613
2070,Alaska,Dillingham Census Area,AK,0.466516806,0.323216414,0.565586332,0.506775698,0.569894804,0.696610147,0.429698284,0.921077823,0.822821684,0.073404177
2090,Alaska,Fairbanks North Star Borough,AK,0.439658264,0.622945422,0.602045227,0.475498132,0.721026095,0.587002807,0.413609881,0.940753114,0.847282367,0.086896537
2100,Alaska,Haines Borough,AK,0.564103902,0.304077393,0.680242585,0.356594734,0.637465455,0.81528845,0.518765635,0.919627808,0.810316911,0.078182422
2105,Alaska,Hoonah-Angoon Census Area,AK,0.543526673,0.206802709,0.634571342,0.357382976,0.602383219,0.803837991,0.494779519,0.910313225,0.802401124,0.071606331
2110,Alaska,Juneau City and Borough,AK,0.581866514,0.570791569,0.671120051,0.608914623,0.76406984,0.684335841,0.555736815,0.95509331,0.879315035,0.090988716
2122,Alaska,Kenai Peninsula Borough,AK,0.505277056,0.555712611,0.681140534,0.517618497,0.599796434,0.642499034,0.472336799,0.934807536,0.833499583,0.086021852
2130,Alaska,Ketchikan Gateway Borough,AK,0.557167375,0.458874843,0.65080898,0.39695839,0.6172883,0.609155039,0.514567999,0.923542946,0.814647226,0.080945153
2150,Alaska,Kodiak Island Borough,AK,0.525047836,0.462387911,0.665425598,0.484836173,0.715263471,0.634685997,0.492103222,0.937254072,0.8465762,0.081689134
2164,Alaska,Lake and Peninsula Borough,AK,0.515631124,0.286030736,0.795022379,0.534295148,0.57448555,0.92252011,0.47869377,0.92836477,0.8298585,0.078680752
2170,Alaska,Matanuska-Susitna Borough,AK,0.477426786,0.608567728,0.633450283,0.545413983,0.669990194,0.541714496,0.449480752,0.941465299,0.850377688,0.08608851
2180,Alaska,Nome Census Area,AK,0.429455521,0.418053624,0.520476702,0.314484571,0.495255575,0.688174669,0.388590995,0.904845731,0.779472695,0.076539595
2185,Alaska,North Slope Borough,AK,0.539650387,0.463032975,0.560508017,0.346725124,0.696594092,0.641548975,0.499838016,0.926225623,0.819725174,0.081689134
2188,Alaska,Northwest Arctic Borough,AK,0.386410064,0.359479944,0.497514913,0.409882831,0.545621889,0.809381815,0.352933327,0.913364738,0.80265006,0.074762599
2195,Alaska,Petersburg Census Area,AK,0.585404216,0.345676417,0.728423129,0.463431063,0.569765631,0.812226492,0.541638062,0.92523772,0.817864462,0.081270828
2198,Alaska,Prince of Wales-Hyder Census Area,AK,0.48661144,0.310690824,0.685905422,0.51678521,0.579062821,0.750926185,0.449523657,0.923783579,0.826503596,0.074712322
2220,Alaska,Sitka City and Borough,AK,0.567832559,0.443675324,0.679785996,0.352420804,0.68395712,0.804160268,0.527659995,0.929252798,0.819744156,0.085690106
2230,Alaska,Skagway Municipality,AK,0.625452957,0.356828844,0.84240625,0.42197221,0.890209535,0.99448666,0.594576967,0.950634193,0.868273773,0.090103181
2240,Alaska,Southeast Fairbanks Census Area,AK,0.439970073,0.328802626,0.641910012,0.38218381,0.630704873,0.599204511,0.401789263,0.91321953,0.811045351,0.070560319
2261,Alaska,Valdez-Cordova Census Area,AK,0.497625529,0.364929349,0.625554808,0.439043181,0.682910497,0.762700389,0.46232298,0.929058002,0.832093549,0.07845849
2270,Alaska,Wade Hampton Census Area,AK,0.153235116,0.3421661,NaN,0.52042513,NaN,NaN,0.131395031,0.857473365,0.726423419,0.058921889
2275,Alaska,Wrangell City and Borough,AK,0.572747701,0.356828844,0.847934159,0.491254419,0.588956891,0.734699637,0.530920273,0.926970588,0.825309174,0.079525571
2282,Alaska,Yakutat City and Borough,AK,0.525195747,0.25448274,NaN,0.616189308,0.808861482,NaN,0.49047851,0.933896576,0.881109559,0.052840534
2290,Alaska,Yukon-Koyukuk Census Area,AK,0.358148709,0.335669963,0.557697081,0.372695213,0.433112381,0.5890762,0.32028447,0.894277886,0.775685284,0.068157805
4001,Arizona,Apache County,AZ,0.291963881,0.58260356,0.221101957,0.475397819,0.351780553,0.364295418,0.264784084,0.906906988,0.78255939,0.077419667
4003,Arizona,Cochise County,AZ,0.457796706,0.647360287,0.394518032,0.547837245,0.435856472,0.480074528,0.42378197,0.925699038,0.811042438,0.08575625
4005,Arizona,Coconino County,AZ,0.425226923,0.648099573,0.495664554,0.571810777,0.480165613,0.528587922,0.39575128,0.930682559,0.822528359,0.086322628
4007,Arizona,Gila County,AZ,0.437355668,0.592205455,0.522534459,0.522559533,0.395008387,0.526740475,0.401964736,0.919079746,0.799346061,0.083218893
4009,Arizona,Graham County,AZ,0.426284867,0.546917843,0.424979547,0.546002541,0.511091827,0.39764319,0.393919601,0.924075967,0.821010436,0.078292616
4011,Arizona,Greenlee County,AZ,0.435326837,0.397116212,0.389977069,0.390183027,0.607102908,0.341684646,0.396085704,0.909858226,0.807870566,0.068684527
4012,Arizona,La Paz County,AZ,0.419593821,0.475379798,0.4115058,0.522839347,0.353947036,0.395885896,0.38029473,0.906340158,0.789461158,0.073769736
4013,Arizona,Maricopa County,AZ,0.495612098,0.95766207,0.461214465,0.720547577,0.503268627,0.384885373,0.471287975,0.950921047,0.855497102,0.100677138
4015,Arizona,Mohave County,AZ,0.413588502,0.673066282,0.442773303,0.621041732,0.394152866,0.380093782,0.383245589,0.926635017,0.81585027,0.084452468
4017,Arizona,Navajo County,AZ,0.363678188,0.627094955,0.483896149,0.545083577,0.364655167,0.473245542,0.333874444,0.91804913,0.797842989,0.082723174
4019,Arizona,Pima County,AZ,0.490806521,0.838368684,0.425647857,0.640070661,0.436958903,0.448432091,0.460983017,0.939235722,0.829507569,0.095690975
4021,Arizona,Pinal County,AZ,0.416339312,0.759196336,0.318303353,0.694545411,0.522742023,0.28837887,0.392439228,0.942594699,0.851111451,0.087650668
4023,Arizona,Santa Cruz County,AZ,0.420346255,0.551766495,0.416400343,0.535104335,0.428465141,0.441539126,0.385971618,0.918223044,0.805568592,0.079129076
4025,Arizona,Yavapai County,AZ,0.484129276,0.672376176,0.548672495,0.639107936,0.441124985,0.565568525,0.452735999,0.935155178,0.828283895,0.089703046
4027,Arizona,Yuma County,AZ,0.405447673,0.681196022,0.347932319,0.598438862,0.482895057,0.264870856,0.376908096,0.929609716,0.826452747,0.082723174
5001,Arkansas,Arkansas County,AR,0.526605443,0.445949014,0.427281503,0.466960146,0.368197471,0.39061005,0.475437909,0.902835158,0.782666139,0.073379935
5003,Arkansas,Ashley County,AR,0.479060978,0.477629171,0.410139462,0.526896688,0.412518715,0.406921449,0.437117295,0.912446045,0.800321582,0.075167268
5005,Arkansas,Baxter County,AR,0.52513398,0.522606125,0.428057775,0.593651618,0.43033937,0.449553356,0.484680596,0.922965595,0.81590778,0.079639586
5007,Arkansas,Benton County,AR,0.471107211,0.67665986,0.455020741,0.644983029,0.586769399,0.371327532,0.443933551,0.942319584,0.853172587,0.085789361
5009,Arkansas,Boone County,AR,0.467585139,0.524679435,0.407346619,0.537368796,0.431882092,0.365692503,0.428413318,0.916225266,0.805805481,0.076751103
5011,Arkansas,Bradley County,AR,0.444649532,0.401457542,0.492227092,0.520482775,0.324757538,0.289669063,0.398596346,0.896428124,0.782127589,0.067536305
5013,Arkansas,Calhoun County,AR,0.48303569,0.368197289,0.424620377,0.401122186,0.410140091,0.481431794,0.433560544,0.897574553,0.777615149,0.070448461
5015,Arkansas,Carroll County,AR,0.469927502,0.513007473,0.49043159,0.504092054,0.464240133,0.456796873,0.431222488,0.917636201,0.806092999,0.078182422
5017,Arkansas,Chicot County,AR,0.500063475,0.435499146,0.520789025,0.414451864,0.236537296,0.36969086,0.443571849,0.88703109,0.752612145,0.071445159
5019,Arkansas,Clark County,AR,0.540977037,0.480828681,0.436840135,0.541369882,0.408994525,0.430312864,0.495021791,0.915051392,0.802769807,0.076910503
5021,Arkansas,Clay County,AR,0.45562911,0.356828844,0.485488078,0.445602011,0.386230912,0.313122924,0.406790008,0.892809524,0.779199466,0.065563424
5023,Arkansas,Cleburne County,AR,0.475206952,0.443825286,0.513454744,0.58200728,0.405443174,0.515488004,0.435638616,0.916734517,0.808515816,0.075860172
5025,Arkansas,Cleveland County,AR,0.466476483,0.412581288,0.271889035,0.470547333,0.446113489,0.414860748,0.422946296,0.906682999,0.795267369,0.071445159
5027,Arkansas,Columbia County,AR,0.503862155,0.119311961,0.498658326,0.537023717,0.399251826,0.461601693,0.447933088,0.888999271,0.793205171,0.056109708
5029,Arkansas,Conway County,AR,0.50116982,0.462556285,0.478245065,0.536839855,0.387798797,0.365345434,0.455893423,0.909658573,0.797386641,0.07359869
5031,Arkansas,Craighead County,AR,0.480922969,0.578765703,0.484392335,0.617323201,0.441350497,0.291146301,0.444481105,0.924225154,0.821383573,0.078375465
5033,Arkansas,Crawford County,AR,0.468961504,0.534825093,0.57566201,0.527074276,0.475142875,0.318065026,0.430593363,0.91818488,0.811200912,0.076329249
5035,Arkansas,Crittenden County,AR,0.443138246,0.53928312,0.248356084,0.510805693,0.439444551,0.363385613,0.405585271,0.915256751,0.802753201,0.07712407
5037,Arkansas,Cross County,AR,0.477307429,0.405697038,0.446532085,0.458842395,0.409099686,0.401055219,0.430621173,0.90218829,0.787007554,0.070762562
5039,Arkansas,Dallas County,AR,0.444538368,0.449768568,0.525778962,0.420490849,0.535133867,0.342302672,0.404497531,0.909927151,0.801856358,0.071721899
5041,Arkansas,Desha County,AR,0.465961811,0.410510219,0.402900083,0.485855228,0.331501737,0.323877422,0.417549119,0.896101587,0.778114686,0.068983063
5043,Arkansas,Drew County,AR,0.434862752,0.429508775,0.431872568,0.555226394,0.340584623,0.41622137,0.393817021,0.905612217,0.791936529,0.071884324
5045,Arkansas,Faulkner County,AR,0.457552484,0.611513491,0.512784012,0.653791731,0.539969362,0.30856858,0.428227709,0.935909485,0.845228444,0.080622077
5047,Arkansas,Franklin County,AR,0.486006569,0.463689851,0.40757453,0.493443657,0.459392529,0.445366256,0.44407857,0.913729562,0.80263266,0.075448029
5049,Arkansas,Fulton County,AR,0.499931188,0.177748218,0.329050205,0.470504767,0.403619631,0.402827175,0.442839739,0.885801385,0.783347807,0.057817966
5051,Arkansas,Garland County,AR,0.495224056,0.594607596,0.506826486,0.61740531,0.366074343,0.343564488,0.456007352,0.920810181,0.80939832,0.080417823
5053,Arkansas,Grant County,AR,0.482815713,0.487456608,0.415564566,0.649173033,0.511526295,0.440446853,0.449382136,0.930752924,0.838526239,0.077177647
5055,Arkansas,Greene County,AR,0.461132006,0.486961947,0.435792566,0.552813833,0.483508786,0.260475579,0.422747978,0.916761302,0.815726665,0.072352473
5057,Arkansas,Hempstead County,AR,0.466160764,0.473662221,0.348928981,0.486260695,0.402208202,0.40039963,0.423261045,0.907972264,0.791670898,0.074461945
5059,Arkansas,Hot Spring County,AR,0.500316722,0.526332396,0.305217189,0.535014542,0.449821308,0.375880294,0.459364486,0.918147377,0.808692995,0.07755478
5061,Arkansas,Howard County,AR,0.527077571,0.446183807,0.428415002,0.492665655,0.362936822,0.434425873,0.477385596,0.905721704,0.786393941,0.074586923
5063,Arkansas,Independence County,AR,0.48386124,0.487417486,0.491555534,0.555050821,0.42517822,0.465028712,0.44397364,0.917563969,0.807780054,0.077258152
5065,Arkansas,Izard County,AR,0.493886807,0.410516766,0.442410841,0.483953522,0.422722063,0.52693856,0.449096359,0.909310297,0.794622873,0.074412071
5067,Arkansas,Jackson County,AR,0.488277575,0.446244772,0.313005493,0.515074183,0.317745705,0.365422551,0.440104581,0.901340966,0.781848568,0.072281862
5069,Arkansas,Jefferson County,AR,0.437050523,0.597353101,0.310709891,0.513898832,0.391089145,0.390473891,0.400203335,0.915691239,0.796483721,0.080680626
5071,Arkansas,Johnson County,AR,0.456733878,0.461175774,0.334084193,0.532294753,0.429768133,0.381949857,0.416659995,0.912259883,0.803495045,0.073404177
5073,Arkansas,Lafayette County,AR,0.473951161,0.119311961,NaN,0.387261428,0.216017764,0.420249737,0.405158788,0.854853455,0.737386267,0.053476401
5075,Arkansas,Lawrence County,AR,0.48518565,0.420624599,0.347182065,0.433803398,0.410210274,0.302234438,0.435964007,0.898550908,0.782620725,0.069305815
5077,Arkansas,Lee County,AR,0.401922938,0.377381632,NaN,0.407390261,0.285365542,0.253256836,0.353935069,0.880604303,0.756361016,0.064723112
5079,Arkansas,Lincoln County,AR,0.415066033,0.119311961,0.316706964,0.497886585,0.427700258,0.188814283,0.363667553,0.876167944,0.788526757,0.048125286
5081,Arkansas,Little River County,AR,0.469928522,0.430037946,0.398763049,0.467683979,0.458154101,0.443594345,0.427311797,0.909312326,0.797372071,0.073162478
5083,Arkansas,Logan County,AR,0.514256129,0.453850015,0.449497501,0.424807953,0.416483155,0.347858491,0.464041858,0.902355523,0.78338961,0.072612564
5085,Arkansas,Lonoke County,AR,0.47677845,0.546001721,0.395666911,0.598048562,0.644830291,0.29807488,0.446702195,0.936917757,0.852988582,0.077150849
5087,Arkansas,Madison County,AR,0.467069741,0.34988937,0.447670594,0.461849082,0.426841049,0.504156241,0.421647962,0.902751612,0.790046928,0.069872467
5089,Arkansas,Marion County,AR,0.494948223,0.455328374,0.430053661,0.468534687,0.408825405,0.438669916,0.449159118,0.907487081,0.789962872,0.074737452
5091,Arkansas,Miller County,AR,0.476333081,0.502493995,0.462960091,0.545340329,0.459786916,0.40415917,0.437615647,0.91871773,0.811759842,0.076618774
5093,Arkansas,Mississippi County,AR,0.472461849,0.545235962,0.232736463,0.481860838,0.395095412,0.347064266,0.430034128,0.910198631,0.79080149,0.077285024
5095,Arkansas,Monroe County,AR,0.431687828,0.34988937,0.478723796,0.426967722,0.319334811,0.558894589,0.385096948,0.892072749,0.766852744,0.069916439
5097,Arkansas,Montgomery County,AR,0.474452369,0.409091003,0.651904252,0.456004155,0.418455116,0.505088745,0.429724291,0.905726938,0.788941696,0.0733315
5099,Arkansas,Nevada County,AR,0.445674013,0.433635734,0.396887847,0.3873437,0.34121467,0.442373714,0.398417539,0.89396628,0.765079231,0.072423222
5101,Arkansas,Newton County,AR,0.526951159,0.414700669,0.551942307,0.413897541,0.407594787,0.542335696,0.476536212,0.904327097,0.781124485,0.075448029
5103,Arkansas,Ouachita County,AR,0.518560683,0.498060018,0.414875981,0.505125053,0.360023374,0.433139013,0.471597432,0.909435382,0.788905329,0.077311915
5105,Arkansas,Perry County,AR,0.466325857,0.452898841,0.53800573,0.497466836,0.451202551,0.454229061,0.425591827,0.912649,0.801669464,0.074687208
5107,Arkansas,Phillips County,AR,0.433743201,0.513935953,0.389453452,0.418007318,0.287960123,0.460034925,0.389566984,0.898151217,0.763289129,0.077017138
5109,Arkansas,Pike County,AR,0.510884258,0.417956171,0.411724933,0.452262879,0.416817979,0.348194543,0.46086102,0.902084988,0.787212016,0.070627605
5111,Arkansas,Poinsett County,AR,0.418858721,0.417825929,0.360747821,0.487573716,0.457089723,0.27278699,0.379054425,0.904969637,0.798799984,0.068095141
5113,Arkansas,Polk County,AR,0.454025024,0.469627395,0.417428424,0.453415656,0.396088016,0.460603216,0.411392547,0.90610104,0.785559745,0.075294627
5115,Arkansas,Pope County,AR,0.496959152,0.570054383,0.515546689,0.579911017,0.471485207,0.36215571,0.459665421,0.924956145,0.820555481,0.079753928
5117,Arkansas,Prairie County,AR,0.448499063,0.456384933,0.404674393,0.415854803,0.433011144,0.441682372,0.4057253,0.904629092,0.785012539,0.074040135
5119,Arkansas,Pulaski County,AR,0.498313205,0.722622877,0.49026015,0.603194252,0.446188675,0.53323756,0.465804346,0.934762195,0.823764517,0.091777961
5121,Arkansas,Randolph County,AR,0.452672941,0.429328194,0.394494001,0.482487296,0.420470003,0.369157323,0.409785431,0.905257182,0.792890863,0.071124982
5123,Arkansas,St. Francis County,AR,0.389841424,0.45742455,0.418484397,0.499683882,0.428048287,0.189541306,0.352427459,0.904027735,0.796084373,0.068472864
5125,Arkansas,Saline County,AR,0.475962252,0.61694713,0.518316913,0.630847253,0.644752075,0.421473208,0.44939263,0.94417704,0.860423323,0.083941989
5127,Arkansas,Scott County,AR,0.493593424,0.262058301,0.430014286,0.473390305,0.456432928,0.443672006,0.443647242,0.898811086,0.794884674,0.063959253
5129,Arkansas,Searcy County,AR,0.495307845,0.119311961,0.281643992,0.36208648,0.371475568,0.541999675,0.432306613,0.872803887,0.759863072,0.057340502
