fips,nameState,nameCounty,abState,Community Functioning,Preparedness and Response,Internal Resources,Prevention Mitigation,Population Vulnerability Inequality Deprivation,Social Cohesion,abs_Resilience,rel_Resilience,Resistance,Recovery
1033,Alabama,Colbert County,AL,0.491806775,0.548447959,0.473422125,0.526478651,0.469131171,0.400136247,0.36794292,0.748145286,0.443117663,0.073307306
1035,Alabama,Conecuh County,AL,0.380273907,0.432341166,0.604256822,0.467851838,0.305850415,0.628200426,0.266832344,0.701684599,0.369608469,0.068578532
1037,Alabama,Coosa County,AL,0.405870169,0.410850957,0.40674746,0.421646318,0.490541957,0.566352568,0.291032731,0.717058689,0.410146576,0.067270495
1039,Alabama,Covington County,AL,0.486639534,0.515857532,0.56689479,0.488585093,0.412257362,0.458204788,0.355224637,0.729954333,0.411044488,0.071954159
1041,Alabama,Crenshaw County,AL,0.458264413,0.428010518,0.524699831,0.451086194,0.422843853,0.508964501,0.326166159,0.711742281,0.398880582,0.067474778
1043,Alabama,Cullman County,AL,0.450913541,0.564027986,0.424280124,0.544895124,0.469286601,0.441408894,0.340813009,0.755827842,0.450304433,0.074913838
1045,Alabama,Dale County,AL,0.425840801,0.558266016,0.393043893,0.609932194,0.424189873,0.36386946,0.321318164,0.754549971,0.456151559,0.073404177
1047,Alabama,Dallas County,AL,0.388163323,0.544472956,0.382679623,0.484448715,0.29627273,0.448379832,0.278031572,0.716274711,0.375509566,0.07282676
1049,Alabama,DeKalb County,AL,0.413651281,0.563313031,0.309637455,0.516218121,0.476917674,0.331267056,0.30895085,0.746887207,0.441740413,0.073042224
1051,Alabama,Elmore County,AL,0.455910698,0.596284701,0.381788986,0.578821403,0.542939182,0.414172207,0.354869282,0.778374545,0.490676974,0.076857297
1053,Alabama,Escambia County,AL,0.417823778,0.53200293,0.384309587,0.500205667,0.358066855,0.403476978,0.302163619,0.723184352,0.397555939,0.071768231
1055,Alabama,Etowah County,AL,0.477203307,0.61251648,0.353682825,0.482676835,0.462193183,0.433901984,0.35881092,0.751903674,0.429087021,0.077231298
1057,Alabama,Fayette County,AL,0.441898698,0.460463121,0.406581905,0.506367488,0.400150415,0.580584746,0.321261335,0.72700222,0.411130587,0.070605162
1059,Alabama,Franklin County,AL,0.453801531,0.495938636,0.286122634,0.478146763,0.440370056,0.384344864,0.329039669,0.72507395,0.414807662,0.069631603
1061,Alabama,Geneva County,AL,0.400671803,0.506543204,0.546640508,0.508699141,0.398879041,0.488190752,0.292618324,0.730319235,0.412318921,0.071698756
1063,Alabama,Greene County,AL,0.379911934,0.424514975,0.481576458,0.392205232,0.243056485,0.614623614,0.258230425,0.679711275,0.332163544,0.067413363
1065,Alabama,Hale County,AL,0.369635092,0.427491378,0.365158861,0.444802208,0.339460748,0.648760258,0.259847425,0.702983648,0.372422232,0.068536226
1067,Alabama,Henry County,AL,0.444488521,0.519115764,0.55958286,0.533311684,0.440464548,0.542030781,0.331836502,0.746558092,0.435440316,0.073745252
1069,Alabama,Houston County,AL,0.456804941,0.557914122,0.490023327,0.612585906,0.420359373,0.462022276,0.346780822,0.7591442,0.45688864,0.075040339
1071,Alabama,Jackson County,AL,0.433197838,0.548616463,0.29582558,0.509937294,0.44559419,0.415911072,0.321502156,0.74216011,0.429354488,0.0733315
1073,Alabama,Jefferson County,AL,0.484908194,0.789954218,0.471709601,0.575088833,0.427132184,0.495730843,0.38236843,0.788537778,0.456104844,0.088242432
1075,Alabama,Lamar County,AL,0.460641754,0.409879528,0.432444938,0.487532499,0.357089722,0.563797333,0.325453033,0.706520915,0.389617708,0.067168816
1077,Alabama,Lauderdale County,AL,0.470752815,0.609601517,0.385781684,0.540867329,0.448073446,0.401572289,0.356307342,0.756888392,0.443296656,0.076751103
1079,Alabama,Lawrence County,AL,0.426316962,0.506010905,0.252287025,0.505809887,0.476762356,0.495730558,0.316876086,0.743287539,0.437237505,0.072211389
1081,Alabama,Lee County,AL,0.44392106,0.640192484,0.381874408,0.597279684,0.446008349,0.435606757,0.34268446,0.771949094,0.463595985,0.079213706
1083,Alabama,Limestone County,AL,0.447565773,0.584481667,0.461374852,0.572149495,0.511039477,0.344724034,0.34301302,0.766396897,0.474958548,0.074838142
1085,Alabama,Lowndes County,AL,0.377799625,0.410893022,0.296133324,0.472525201,0.280004531,0.825955698,0.265767517,0.703461568,0.364111352,0.06974088
1087,Alabama,Macon County,AL,0.415828875,0.495103494,0.327255291,0.420574063,0.393286996,0.461578785,0.296235166,0.712396814,0.383107685,0.070292453
1089,Alabama,Madison County,AL,0.500226638,0.721195636,0.480063628,0.626765882,0.526238505,0.438674873,0.401066065,0.801768707,0.508153264,0.08448458
1091,Alabama,Marengo County,AL,0.449258029,0.4559388,0.399323867,0.460367818,0.28316653,0.583193323,0.314936464,0.701014658,0.362633804,0.069587988
1093,Alabama,Marion County,AL,0.443107278,0.483554727,0.319457977,0.515532479,0.379664605,0.439760795,0.31989259,0.721930346,0.407286178,0.069675273
1095,Alabama,Marshall County,AL,0.460044867,0.588327988,0.40290916,0.513155726,0.418488197,0.326483993,0.340618351,0.740402461,0.42259879,0.074040135
1097,Alabama,Mobile County,AL,0.453873602,0.72870713,0.492255071,0.575138141,0.448594527,0.416345459,0.354175291,0.78033904,0.460143926,0.083689056
1099,Alabama,Monroe County,AL,0.405565577,0.477337731,0.355771028,0.484722474,0.303766097,0.442828313,0.28557381,0.7041372,0.374702276,0.068897502
1101,Alabama,Montgomery County,AL,0.457689397,0.688569966,0.434238832,0.5742046,0.420952967,0.54120991,0.355099517,0.775852617,0.449883787,0.083343753
1103,Alabama,Morgan County,AL,0.462573063,0.624196868,0.403310391,0.580153047,0.479327971,0.449580095,0.357624655,0.773120364,0.46904138,0.078708624
1105,Alabama,Perry County,AL,0.368664963,0.474945446,0.246053496,0.345807891,0.245208491,0.581369154,0.251851687,0.683145165,0.323377137,0.069806612
1107,Alabama,Pickens County,AL,0.444374061,0.454173232,0.236110572,0.485486377,0.332495612,0.553415712,0.315586477,0.710182041,0.383478404,0.069370729
1109,Alabama,Pike County,AL,0.462173124,0.511585684,0.415242486,0.497319906,0.357512789,0.410222218,0.332347986,0.71909847,0.395949971,0.070672533
1111,Alabama,Randolph County,AL,0.425956484,0.476482811,0.347123397,0.454011637,0.448627497,0.486986789,0.30847846,0.724201819,0.409606756,0.069982502
1113,Alabama,Russell County,AL,0.420731698,0.55985768,0.336367143,0.5416924,0.449651587,0.246268184,0.312135592,0.741887511,0.440252624,0.071537168
1115,Alabama,St. Clair County,AL,0.4563998,0.593399375,0.42005281,0.595270877,0.558390083,0.306704322,0.355479462,0.77887734,0.501864566,0.075040339
1117,Alabama,Shelby County,AL,0.512570294,0.67296187,0.537235759,0.658142265,0.635262433,0.420497339,0.421068494,0.821484388,0.564772295,0.082538798
1119,Alabama,Sumter County,AL,0.403145993,0.407061408,0.388826673,0.424049735,0.277242879,0.564840959,0.275314506,0.682915148,0.348233937,0.066070308
1121,Alabama,Talladega County,AL,0.436161974,0.585896914,0.326862223,0.49220086,0.435480126,0.398657987,0.324117357,0.743112368,0.421741699,0.075065691
1123,Alabama,Tallapoosa County,AL,0.443402103,0.515989307,0.371127976,0.502033681,0.407498808,0.380004346,0.322383865,0.727068866,0.412728736,0.070695019
1125,Alabama,Tuscaloosa County,AL,0.465640719,0.675812654,0.49045184,0.613681597,0.505823207,0.439030965,0.367868738,0.790026995,0.493254491,0.081719178
1127,Alabama,Walker County,AL,0.459316117,0.586141346,0.346154232,0.528306177,0.380708569,0.346557726,0.338745353,0.737499384,0.415447042,0.0741637
1129,Alabama,Washington County,AL,0.381123469,0.385588445,0.387663396,0.41628667,0.444700117,0.603676393,0.268566416,0.70467037,0.392940782,0.065893963
1131,Alabama,Wilcox County,AL,0.397022512,0.452592285,0.530262553,0.380795913,0.281619289,0.684175292,0.275200376,0.693160632,0.341117286,0.070137135
1133,Alabama,Winston County,AL,0.433943432,0.480192614,0.423625764,0.51760749,0.406171916,0.470679387,0.31574197,0.727610897,0.416456732,0.070092885
2013,Alaska,Aleutians East Borough,AK,0.547943164,0.430925392,NaN,0.365639292,0.720913292,0.798307787,0.421878766,0.769931617,0.475949278,0.075422418
2016,Alaska,Aleutians West Census Area,AK,0.497502986,0.392875905,0.691465848,0.435429597,0.833348703,0.675576404,0.394537184,0.793034807,0.546369982,0.071698756
2020,Alaska,Anchorage Municipality,AK,0.556194093,0.707436404,0.606186578,0.64500616,0.682110192,0.620626545,0.467613942,0.840738776,0.583723757,0.089198894
2050,Alaska,Bethel Census Area,AK,0.398815423,0.422452687,0.455824815,0.339040807,0.524288829,0.57819636,0.283813251,0.711640611,0.395386297,0.067845632
2060,Alaska,Bristol Bay Borough,AK,0.649569885,0.28443702,0.833396922,0.470167737,0.771451796,0.892164848,0.514622085,0.792250529,0.535729022,0.073283128
2068,Alaska,Denali Borough,AK,0.401478585,0.443675324,0.670573458,0.425092507,0.763305956,NaN,0.300297962,0.747980024,0.506503329,0.061600899
2070,Alaska,Dillingham Census Area,AK,0.466516806,0.323216414,0.565586332,0.506775698,0.569894804,0.696610147,0.345450692,0.740489276,0.465174927,0.065913511
2090,Alaska,Fairbanks North Star Borough,AK,0.439658264,0.622945422,0.602045227,0.475498132,0.721026095,0.587002807,0.352938317,0.802756018,0.522757968,0.081569179
2100,Alaska,Haines Borough,AK,0.564103902,0.304077393,0.680242585,0.356594734,0.637465455,0.81528845,0.413462012,0.732953646,0.437474261,0.067907838
2105,Alaska,Hoonah-Angoon Census Area,AK,0.543526673,0.206802709,0.634571342,0.357382976,0.602383219,0.803837991,0.383124328,0.704885973,0.42060891,0.06126122
2110,Alaska,Juneau City and Borough,AK,0.581866514,0.570791569,0.671120051,0.608914623,0.76406984,0.684335841,0.48892613,0.840271984,0.601774942,0.084260313
2122,Alaska,Kenai Peninsula Borough,AK,0.505277056,0.555712611,0.681140534,0.517618497,0.599796434,0.642499034,0.395984496,0.783697759,0.490282963,0.078988427
2130,Alaska,Ketchikan Gateway Borough,AK,0.557167375,0.458874843,0.65080898,0.39695839,0.6172883,0.609155039,0.417801832,0.749867726,0.448725899,0.072660054
2150,Alaska,Kodiak Island Borough,AK,0.525047836,0.462387911,0.665425598,0.484836173,0.715263471,0.634685997,0.413171546,0.78692172,0.519644997,0.074586923
2164,Alaska,Lake and Peninsula Borough,AK,0.515631124,0.286030736,0.795022379,0.534295148,0.57448555,0.92252011,0.390211579,0.756764983,0.479167423,0.069197896
2170,Alaska,Matanuska-Susitna Borough,AK,0.477426786,0.608567728,0.633450283,0.545413983,0.669990194,0.541714496,0.383603001,0.803480266,0.529963367,0.080505233
2180,Alaska,Nome Census Area,AK,0.429455521,0.418053624,0.520476702,0.314484571,0.495255575,0.688174669,0.304370515,0.708735829,0.380408501,0.069154822
2185,Alaska,North Slope Borough,AK,0.539650387,0.463032975,0.560508017,0.346725124,0.696594092,0.641548975,0.408704388,0.757350311,0.459413028,0.07359869
2188,Alaska,Northwest Arctic Borough,AK,0.386410064,0.359479944,0.497514913,0.409882831,0.545621889,0.809381815,0.280525019,0.725977516,0.42380059,0.067742209
2195,Alaska,Petersburg Census Area,AK,0.585404216,0.345676417,0.728423129,0.463431063,0.569765631,0.812226492,0.438359771,0.748815535,0.453510207,0.07098864
2198,Alaska,Prince of Wales-Hyder Census Area,AK,0.48661144,0.310690824,0.685905422,0.51678521,0.579062821,0.750926185,0.363181816,0.746348702,0.472763921,0.066645004
2220,Alaska,Sitka City and Borough,AK,0.567832559,0.443675324,0.679785996,0.352420804,0.68395712,0.804160268,0.433722572,0.763821245,0.458467449,0.076093988
2230,Alaska,Skagway Municipality,AK,0.625452957,0.356828844,0.84240625,0.42197221,0.890209535,0.99448666,0.513953818,0.821730575,0.570864157,0.080272559
2240,Alaska,Southeast Fairbanks Census Area,AK,0.439970073,0.328802626,0.641910012,0.38218381,0.630704873,0.599204511,0.31771586,0.722130617,0.440900779,0.063793983
2261,Alaska,Valdez-Cordova Census Area,AK,0.497625529,0.364929349,0.625554808,0.439043181,0.682910497,0.762700389,0.379259464,0.762138278,0.48545224,0.070426131
2270,Alaska,Wade Hampton Census Area,AK,0.153235116,0.3421661,NaN,0.52042513,NaN,NaN,0.096329125,0.628636098,0.296704185,0.058364708
2275,Alaska,Wrangell City and Borough,AK,0.572747701,0.356828844,0.847934159,0.491254419,0.588956891,0.734699637,0.431968736,0.754204224,0.470039944,0.070225804
2282,Alaska,Yakutat City and Borough,AK,0.525195747,0.25448274,NaN,0.616189308,0.808861482,NaN,0.406003618,0.773051993,0.607350061,0.049574843
2290,Alaska,Yukon-Koyukuk Census Area,AK,0.358148709,0.335669963,0.557697081,0.372695213,0.433112381,0.5890762,0.244805774,0.683531081,0.373612061,0.062309154
4001,Arizona,Apache County,AZ,0.291963881,0.58260356,0.221101957,0.475397819,0.351780553,0.364295418,0.212268095,0.727035464,0.389474289,0.074312523
4003,Arizona,Cochise County,AZ,0.457796706,0.647360287,0.394518032,0.547837245,0.435856472,0.480074528,0.350431403,0.765473841,0.443743642,0.08007007
4005,Arizona,Coconino County,AZ,0.425226923,0.648099573,0.495664554,0.571810777,0.480165613,0.528587922,0.330945503,0.778279749,0.467704578,0.081063278
4007,Arizona,Gila County,AZ,0.437355668,0.592205455,0.522534459,0.522559533,0.395008387,0.526740475,0.327433193,0.748665712,0.419928564,0.077311915
4009,Arizona,Graham County,AZ,0.426284867,0.546917843,0.424979547,0.546002541,0.511091827,0.39764319,0.323275665,0.758355948,0.464215022,0.073404177
4011,Arizona,Greenlee County,AZ,0.435326837,0.397116212,0.389977069,0.390183027,0.607102908,0.341684646,0.312502938,0.717858196,0.435994325,0.063484127
4012,Arizona,La Paz County,AZ,0.419593821,0.475379798,0.4115058,0.522839347,0.353947036,0.395885896,0.300030573,0.715050025,0.400596657,0.06845177
4013,Arizona,Maricopa County,AZ,0.495612098,0.95766207,0.461214465,0.720547577,0.503268627,0.384885373,0.414482275,0.836303789,0.544207507,0.096313153
4015,Arizona,Mohave County,AZ,0.413588502,0.673066282,0.442773303,0.621041732,0.394152866,0.380093782,0.318340039,0.769702343,0.454347333,0.080012403
4017,Arizona,Navajo County,AZ,0.363678188,0.627094955,0.483896149,0.545083577,0.364655167,0.473245542,0.272826628,0.750186942,0.417856539,0.078265039
4019,Arizona,Pima County,AZ,0.490806521,0.838368684,0.425647857,0.640070661,0.436958903,0.448432091,0.394401757,0.803578886,0.483889617,0.090433229
4021,Arizona,Pinal County,AZ,0.416339312,0.759196336,0.318303353,0.694545411,0.522742023,0.28837887,0.337805697,0.811371129,0.533354223,0.084196455
4023,Arizona,Santa Cruz County,AZ,0.420346255,0.551766495,0.416400343,0.535104335,0.428465141,0.441539126,0.313239735,0.745194542,0.432293635,0.073916981
4025,Arizona,Yavapai County,AZ,0.484129276,0.672376176,0.548672495,0.639107936,0.441124985,0.565568525,0.381853933,0.788743735,0.479871044,0.083563161
4027,Arizona,Yuma County,AZ,0.405447673,0.681196022,0.347932319,0.598438862,0.482895057,0.264870856,0.31504438,0.777028457,0.477232548,0.079044626
5001,Arkansas,Arkansas County,AR,0.526605443,0.445949014,0.427281503,0.466960146,0.368197471,0.39061005,0.369535391,0.70173105,0.387230641,0.066366322
5003,Arkansas,Ashley County,AR,0.479060978,0.477629171,0.410139462,0.526896688,0.412518715,0.406921449,0.348034691,0.726493509,0.42115821,0.069047372
5005,Arkansas,Baxter County,AR,0.52513398,0.522606125,0.428057775,0.593651618,0.43033937,0.449553356,0.394824861,0.751855481,0.452680398,0.072994233
5007,Arkansas,Benton County,AR,0.471107211,0.67665986,0.455020741,0.644983029,0.586769399,0.371327532,0.380441048,0.807546646,0.537492862,0.081241113
5009,Arkansas,Boone County,AR,0.467585139,0.524679435,0.407346619,0.537368796,0.431882092,0.365692503,0.344950331,0.737727319,0.432632485,0.071216168
5011,Arkansas,Bradley County,AR,0.444649532,0.401457542,0.492227092,0.520482775,0.324757538,0.289669063,0.306122762,0.688458528,0.38664561,0.062221911
5013,Arkansas,Calhoun County,AR,0.48303569,0.368197289,0.424620377,0.401122186,0.410140091,0.481431794,0.332068303,0.687461216,0.377072367,0.063231202
5015,Arkansas,Carroll County,AR,0.469927502,0.513007473,0.49043159,0.504092054,0.464240133,0.456796873,0.347980736,0.740498767,0.432745919,0.072070855
5017,Arkansas,Chicot County,AR,0.500063475,0.435499146,0.520789025,0.414451864,0.236537296,0.36969086,0.335115817,0.67014656,0.335535951,0.064591408
5019,Arkansas,Clark County,AR,0.540977037,0.480828681,0.436840135,0.541369882,0.408994525,0.430312864,0.395225711,0.730577611,0.425627503,0.069806612
5021,Arkansas,Clay County,AR,0.45562911,0.356828844,0.485488078,0.445602011,0.386230912,0.313122924,0.308701072,0.677527106,0.380727986,0.059810079
5023,Arkansas,Cleburne County,AR,0.475206952,0.443825286,0.513454744,0.58200728,0.405443174,0.515488004,0.349287199,0.735021231,0.436821823,0.069219453
5025,Arkansas,Cleveland County,AR,0.466476483,0.412581288,0.271889035,0.470547333,0.446113489,0.414860748,0.331432237,0.710501492,0.410783644,0.065236185
5027,Arkansas,Columbia County,AR,0.503862155,0.119311961,0.498658326,0.537023717,0.399251826,0.461601693,0.327648722,0.650274522,0.403426052,0.048324151
5029,Arkansas,Conway County,AR,0.50116982,0.462556285,0.478245065,0.536839855,0.387798797,0.365345434,0.360126342,0.718571485,0.415382019,0.06735206
5031,Arkansas,Craighead County,AR,0.480922969,0.578765703,0.484392335,0.617323201,0.441350497,0.291146301,0.364671916,0.758275108,0.465403908,0.073428435
5033,Arkansas,Crawford County,AR,0.468961504,0.534825093,0.57566201,0.527074276,0.475142875,0.318065026,0.348244104,0.742585693,0.443810396,0.071147757
5035,Arkansas,Crittenden County,AR,0.443138246,0.53928312,0.248356084,0.510805693,0.439444551,0.363385613,0.32661136,0.737041686,0.426783108,0.071954159
5037,Arkansas,Cross County,AR,0.477307429,0.405697038,0.446532085,0.458842395,0.409099686,0.401055219,0.334025071,0.699811173,0.395059927,0.064366873
5039,Arkansas,Dallas County,AR,0.444538368,0.449768568,0.525778962,0.420490849,0.535133867,0.342302672,0.320277591,0.720472324,0.424361246,0.066425843
5041,Arkansas,Desha County,AR,0.465961811,0.410510219,0.402900083,0.485855228,0.331501737,0.323877422,0.320383979,0.687575615,0.379216172,0.063123422
5043,Arkansas,Drew County,AR,0.434862752,0.429508775,0.431872568,0.555226394,0.340584623,0.41622137,0.308878056,0.710288602,0.404707711,0.066148986
5045,Arkansas,Faulkner County,AR,0.457552484,0.611513491,0.512784012,0.653791731,0.539969362,0.30856858,0.361083104,0.789162155,0.518641305,0.076276843
5047,Arkansas,Franklin County,AR,0.486006569,0.463689851,0.40757453,0.493443657,0.459392529,0.445366256,0.354075114,0.728539769,0.425407894,0.069004486
5049,Arkansas,Fulton County,AR,0.499931188,0.177748218,0.329050205,0.470504767,0.403619631,0.402827175,0.323833965,0.647757076,0.385750848,0.05046433
5051,Arkansas,Garland County,AR,0.495224056,0.594607596,0.506826486,0.61740531,0.366074343,0.343564488,0.371677503,0.750523927,0.440380105,0.074863357
5053,Arkansas,Grant County,AR,0.482815713,0.487456608,0.415564566,0.649173033,0.511526295,0.440446853,0.372392854,0.771293983,0.501990543,0.071537168
5055,Arkansas,Greene County,AR,0.461132006,0.486961947,0.435792566,0.552813833,0.483508786,0.260475579,0.339989188,0.73729254,0.453047624,0.067536305
5057,Arkansas,Hempstead County,AR,0.466160764,0.473662221,0.348928981,0.486260695,0.402208202,0.40039963,0.334135023,0.716780666,0.404515232,0.06845177
5059,Arkansas,Hot Spring County,AR,0.500316722,0.526332396,0.305217189,0.535014542,0.449821308,0.375880294,0.370832821,0.741196136,0.438285641,0.071560208
5061,Arkansas,Howard County,AR,0.527077571,0.446183807,0.428415002,0.492665655,0.362936822,0.434425873,0.373228227,0.708108725,0.393898778,0.067311252
5063,Arkansas,Independence County,AR,0.48386124,0.487417486,0.491555534,0.555050821,0.42517822,0.465028712,0.357427158,0.738697644,0.435841148,0.07085282
5065,Arkansas,Izard County,AR,0.493886807,0.410516766,0.442410841,0.483953522,0.422722063,0.52693856,0.353367858,0.715483494,0.408895297,0.067107957
5067,Arkansas,Jackson County,AR,0.488277575,0.446244772,0.313005493,0.515074183,0.317745705,0.365422551,0.341797298,0.700006135,0.386037983,0.065972222
5069,Arkansas,Jefferson County,AR,0.437050523,0.597353101,0.310709891,0.513898832,0.391089145,0.390473891,0.323898947,0.741101841,0.414930514,0.075499302
5071,Arkansas,Johnson County,AR,0.456733878,0.461175774,0.334084193,0.532294753,0.429768133,0.381949857,0.331567873,0.725954192,0.427493725,0.067762868
5073,Arkansas,Lafayette County,AR,0.473951161,0.119311961,NaN,0.387261428,0.216017764,0.420249737,0.275836387,0.581993271,0.307247817,0.045653266
5075,Arkansas,Lawrence County,AR,0.48518565,0.420624599,0.347182065,0.433803398,0.410210274,0.302234438,0.335986846,0.692491309,0.387513231,0.063393565
5077,Arkansas,Lee County,AR,0.401922938,0.377381632,NaN,0.407390261,0.285365542,0.253256836,0.264305021,0.657601237,0.341995356,0.059955328
5079,Arkansas,Lincoln County,AR,0.415066033,0.119311961,0.316706964,0.497886585,0.427700258,0.188814283,0.260196716,0.626880293,0.396178222,0.043279011
5081,Arkansas,Little River County,AR,0.469928522,0.430037946,0.398763049,0.467683979,0.458154101,0.443594345,0.3370686,0.717276318,0.41487603,0.066825397
5083,Arkansas,Logan County,AR,0.514256129,0.453850015,0.449497501,0.424807953,0.416483155,0.347858491,0.360780825,0.701558631,0.38889796,0.06608996
5085,Arkansas,Lonoke County,AR,0.47677845,0.546001721,0.395666911,0.598048562,0.644830291,0.29807488,0.376414662,0.789495964,0.536610283,0.072683822
5087,Arkansas,Madison County,AR,0.467069741,0.34988937,0.447670594,0.461849082,0.426841049,0.504156241,0.326085398,0.69815141,0.399830977,0.062891153
5089,Arkansas,Marion County,AR,0.494948223,0.455328374,0.430053661,0.468534687,0.408825405,0.438669916,0.353253234,0.713717552,0.400811886,0.067990956
5091,Arkansas,Miller County,AR,0.476333081,0.502493995,0.462960091,0.545340329,0.459786916,0.40415917,0.353560166,0.742254066,0.444344598,0.070785105
5093,Arkansas,Mississippi County,AR,0.472461849,0.545235962,0.232736463,0.481860838,0.395095412,0.347064266,0.34262056,0.725181431,0.403691449,0.071652514
5095,Arkansas,Monroe County,AR,0.431687828,0.34988937,0.478723796,0.426967722,0.319334811,0.558894589,0.29228052,0.677064539,0.35788384,0.062873357
5097,Arkansas,Montgomery County,AR,0.474452369,0.409091003,0.651904252,0.456004155,0.418455116,0.505088745,0.335933571,0.708044882,0.398272391,0.066366322
5099,Arkansas,Nevada County,AR,0.445674013,0.433635734,0.396887847,0.3873437,0.34121467,0.442373714,0.305766169,0.686075832,0.356182262,0.066070308
5101,Arkansas,Newton County,AR,0.526951159,0.414700669,0.551942307,0.413897541,0.407594787,0.542335696,0.370682241,0.703447055,0.383361852,0.067270495
5103,Arkansas,Ouachita County,AR,0.518560683,0.498060018,0.414875981,0.505125053,0.360023374,0.433139013,0.373118561,0.719527287,0.399117299,0.070336956
5105,Arkansas,Perry County,AR,0.466325857,0.452898841,0.53800573,0.497466836,0.451202551,0.454229061,0.338642272,0.726192355,0.423470267,0.06845177
5107,Arkansas,Phillips County,AR,0.433743201,0.513935953,0.389453452,0.418007318,0.287960123,0.460034925,0.30381737,0.700454483,0.353972206,0.070965968
5109,Arkansas,Pike County,AR,0.510884258,0.417956171,0.411724933,0.452262879,0.416817979,0.348194543,0.357071996,0.698929338,0.395649231,0.06410688
5111,Arkansas,Poinsett County,AR,0.418858721,0.417825929,0.360747821,0.487573716,0.457089723,0.27278699,0.296806307,0.708607203,0.418462034,0.063429759
5113,Arkansas,Polk County,AR,0.454025024,0.469627395,0.417428424,0.453415656,0.396088016,0.460603216,0.323760392,0.713089312,0.392831608,0.069004486
5115,Arkansas,Pope County,AR,0.496959152,0.570054383,0.515546689,0.579911017,0.471485207,0.36215571,0.377349026,0.759315982,0.46325949,0.0741637
5117,Arkansas,Prairie County,AR,0.448499063,0.456384933,0.404674393,0.415854803,0.433011144,0.441682372,0.318127842,0.709316625,0.391803636,0.067928598
5119,Arkansas,Pulaski County,AR,0.498313205,0.722622877,0.49026015,0.603194252,0.446188675,0.53323756,0.393165824,0.788993387,0.470458933,0.085624063
5121,Arkansas,Randolph County,AR,0.452672941,0.429328194,0.394494001,0.482487296,0.420470003,0.369157323,0.320838575,0.708764641,0.406633365,0.065409021
5123,Arkansas,St. Francis County,AR,0.389841424,0.45742455,0.418484397,0.499683882,0.428048287,0.189541306,0.276730152,0.709853123,0.413940794,0.064666602
5125,Arkansas,Saline County,AR,0.475962252,0.61694713,0.518316913,0.630847253,0.644752075,0.421473208,0.3860464,0.811086169,0.554676358,0.079157266
5127,Arkansas,Scott County,AR,0.493593424,0.262058301,0.430014286,0.473390305,0.456432928,0.443672006,0.336993749,0.682735492,0.408346212,0.056812694
5129,Arkansas,Searcy County,AR,0.495307845,0.119311961,0.281643992,0.36208648,0.371475568,0.541999675,0.304841205,0.615458058,0.342709103,0.048556478
